distance_km,architecture,protocol,alpha,photon_path_km,eta,link_success_probability,end_to_end_fidelity,expected_attempts_analytic,expected_attempts_simulated,expected_seconds_analytic,expected_seconds_simulated
200.0,direct,Single-click,0.2,100.0,0.010615346461976673,0.004241631161570358,0.8,235.75835849663434,236.4166,0.00023575835849663434,0.0002364166
200.0,one-repeater,Single-click,0.2,50.0,0.10303080346176416,0.040787707526226596,0.6533333333333334,36.52058131086914,36.64105,3.652058131086914e-05,3.664105e-05
210.0,direct,Barrett-Kok,,105.0,0.008457283360378102,3.576282091886416e-05,1.0,27962.000041012438,27936.61475,0.027962000041012437,0.02793661475
210.0,one-repeater,Barrett-Kok,,52.5,0.09196348927905086,0.004228641680189051,1.0,354.4733068044547,358.2626,0.0003544733068044547,0.0003582626
210.0,direct,Single-click,0.05,105.0,0.008457283360378102,0.000845549521933216,0.95,1182.6628412179305,1175.0708,0.0011826628412179305,0.0011750708
210.0,one-repeater,Single-click,0.05,52.5,0.09196348927905086,0.00917520571950414,0.9033333333333332,163.2329206350482,163.6958,0.0001632329206350482,0.0001636958
210.0,direct,Single-click,0.1,105.0,0.008457283360378102,0.0016907414156572432,0.9,591.4564999351301,595.8547,0.00059145649993513,0.0005958547
210.0,one-repeater,Single-click,0.1,52.5,0.09196348927905086,0.01830812502220639,0.8133333333333334,81.67852696090895,81.914,8.167852696090895e-05,8.1914e-05
210.0,direct,Single-click,0.2,105.0,0.008457283360378102,0.0033800523184777317,0.8,295.8534086982323,294.87675,0.00029585340869823227,0.00029487675
210.0,one-repeater,Single-click,0.2,52.5,0.09196348927905086,0.03644710437720522,0.6533333333333334,40.90089235570318,40.8577,4.0900892355703177e-05,4.08577e-05
220.0,direct,Barrett-Kok,,110.0,0.006737946999085467,2.2699964881242424e-05,1.0,44052.931589613436,43798.23775,0.04405293158961344,0.04379823775
220.0,one-repeater,Barrett-Kok,,55.0,0.0820849986238988,0.003368973499542734,1.0,444.9890554754704,443.1622,0.0004449890554754704,0.0004431622
220.0,direct,Single-click,0.05,110.0,0.006737946999085467,0.0006736812000841405,0.95,1484.3816331450296,1488.23,0.0014843816331450296,0.00148823
220.0,one-repeater,Single-click,0.05,55.0,0.0820849986238988,0.008191654994892167,0.9033333333333332,182.86215237179442,180.57065,0.00018286215237179443,0.00018057065
